Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalIncome,CreditScore_Income,DebtToIncome_CreditScore,InterestRate_LoanDuration,LoanApproved
31,34233,599,0,0,5,26572,60,3,0,1,189,0.393475912,0,987,95,2852.75,3,4017,2.32072,4.788401048366771,747.9903768,35315,20505567,235.692071288,13.75727076,0
52,36676,573,0,3,31,16330,12,2,0,3,341,0.118448512,2,5425,5827,3056.333333,1,19078,1.9483000000000001,4.586703151502176,1520.844553,47928,21015348,67.870997376,2.524541496,0
31,37456,466,0,0,8,21642,60,0,2,0,703,0.249409971,4,11122,1731,3121.333333,5,6388,2.93642,5.740226624446111,739.910723,50309,17454496,116.225046486,19.77012102,0
37,64199,518,1,1,12,23712,36,1,4,0,371,0.281238317,3,1010,490,5349.916667,3,200739,2.49712,5.324250003521622,985.2721884,65699,33255082,145.681448206,10.205149716,0
34,17774,583,0,1,10,20039,48,2,1,3,244,0.17691542,0,1791,614,1481.166667,6,253177,2.2353899999999998,4.953887968050953,659.3160233,20179,10362242,103.14168986,11.77968288,0
52,86111,562,0,1,28,27618,96,1,0,2,661,0.062991271,3,678,2072,7175.916667,5,183811,2.8161799999999997,5.645926752978646,798.0517512,88861,48394382,35.401094302000004,30.601429344,0
25,62204,380,0,3,1,14467,120,1,1,3,243,0.580347636,1,2205,432,5183.666667,9,189158,3.79467,6.473245461126899,513.5265511,64841,23637520,220.53210168,50.28348816,0
35,83551,599,0,1,15,13269,108,2,0,0,539,0.083237568,0,4698,4341,6962.583333,3,31150,2.5876900000000003,5.289292088739286,337.3491783,92590,50047049,49.859303232,30.214739664,0
24,21210,572,0,4,3,23434,60,1,3,0,385,0.139674101,3,519,446,1767.5,4,21146,2.42434,5.019103894122933,690.451001,22175,12132120,79.893585772,15.11484234,0
50,67392,591,0,1,28,67808,60,0,0,3,412,0.352124729,0,2524,1381,5616.0,9,20967,2.77308,5.385607523761827,2152.549577,71297,39828672,208.105714839,17.402861039999998,0
45,54448,475,0,0,25,9605,72,1,3,3,318,0.265835671,3,2956,185,4537.333333,5,3378,2.87105,5.380700019514189,282.5000804,57589,25862800,126.271943725,20.845391544,0
36,24745,601,0,0,10,21534,84,0,3,3,202,0.106318149,3,4430,1846,2062.083333,4,156901,2.46034,4.602918085301974,493.6954381,31021,14871745,63.897207549,17.796958116,0
41,64011,535,0,3,19,17773,48,1,3,3,468,0.447200839,3,1022,357,5334.25,3,113702,2.45273,5.100415590910216,599.4000846,65390,34245885,239.252448865,12.486834816,0
59,25947,582,0,1,36,15868,48,1,2,3,689,0.133514912,0,1968,853,2162.25,5,103401,2.19868,4.9467825199820545,521.4633672,28768,15101154,77.70567878400001,11.745915504,0
39,33190,491,0,3,13,24345,36,1,1,3,350,0.367921953,1,3468,2495,2765.833333,2,75729,2.6384499999999997,5.024262413528975,971.087263,39153,16296290,180.649678923,9.087556608,0
58,70782,557,1,3,37,20269,36,1,0,2,434,0.211891535,2,4532,1402,5898.5,2,18188,2.26769,5.034164190806653,809.5713806,76716,39425574,118.023584995,9.123411276,0
44,48448,556,0,4,22,32275,48,1,5,3,1186,0.543263775,3,1748,1617,4037.333333,3,171487,2.49275,4.954073273580034,1061.933444,51813,26937088,302.0546589,11.78056416,0
37,97756,584,0,3,16,50387,36,2,2,0,220,0.377578261,0,421,786,8146.333333,9,183103,2.4338699999999998,4.685150392463405,1923.015798,98963,57089504,220.505704424,7.902228312,0
18,33605,575,0,1,0,21523,24,1,2,2,563,0.381502547,3,2664,1278,2800.416667,6,1148,2.09023,4.850005659790512,1132.822221,37547,19322875,219.36396452500003,5.645413176,0
37,25710,536,2,3,14,33787,36,1,0,2,237,0.092630885,3,993,555,2142.5,5,104190,2.5078699999999996,5.485839953917723,1436.05967,27258,13780560,49.65015436,10.8339984,0
27,22067,565,1,4,1,26047,48,2,2,0,562,0.366819443,0,13224,713,1838.916667,1,14378,2.38547,5.1253856732932785,882.1897337,36004,12467855,207.252985295,12.609397584,0
26,39769,598,0,2,2,24577,48,1,2,0,230,0.456554742,0,4570,126,3314.083333,4,4789,2.20577,4.435147415813819,743.5796001,44465,23781862,273.019735716,9.441855648,0
44,32312,623,0,1,23,29676,60,1,0,0,539,0.328790375,3,674,4526,2692.666667,3,10575,2.23176,4.981033718014765,867.739461,37512,20130376,204.836403625,14.88641814,0
43,32420,507,0,0,20,45869,60,1,2,0,490,0.436752607,1,1847,398,2701.666667,2,109735,2.97369,5.375219232738326,1452.980784,34665,16436940,221.433571749,17.33578908,0
40,53045,527,0,3,17,45197,60,1,2,0,590,0.182585413,0,4441,779,4420.416667,7,167341,2.86697,5.476147048792609,1461.948488,58265,27954715,96.222512651,17.992911900000003,0
18,48180,587,0,4,0,23152,48,1,2,1,419,0.191503914,3,2170,1686,4015.0,3,2861,2.24652,4.777069300313739,739.7792504,52036,28281660,112.412797518,10.953787728,0
41,58728,611,0,3,18,32731,96,2,1,0,447,0.68892685,3,387,1188,4894.0,6,156068,2.6223099999999997,5.262505762467153,850.5326255,60303,35882808,420.93430535,26.586208224,0
53,51896,632,0,3,33,19883,120,1,1,0,349,0.443167954,1,58690,812,4324.666667,7,96312,2.5888299999999997,5.106717223422499,467.5293193,111398,32798272,280.082146928,31.29427296,0
32,62485,584,0,1,13,62237,12,1,1,3,377,0.15345135,1,5124,1715,5207.083333,4,129113,2.35237,4.851773953926543,5871.25091,69324,36491240,89.6155884,2.82476526,0
48,74876,615,0,1,29,26826,12,0,2,3,385,0.268682345,4,9915,1473,6239.666667,8,8630,1.84326,4.321359450450749,2468.022425,86264,46048740,165.239642175,2.2408977,0
49,66523,577,0,3,28,38328,48,0,0,0,650,0.220334908,3,10037,78,5543.583333,7,797876,2.44828,5.118982975162156,1296.719487,76638,38383771,127.133241916,12.577913616,0
41,72533,575,1,3,20,16863,60,2,2,0,278,0.317501374,2,3955,1413,6044.416667,4,84978,2.34363,4.774473342683986,473.3976461,77901,41706475,182.56329005,13.67735742,0
30,23058,618,0,0,12,63485,60,0,1,1,432,0.342436918,1,10250,1380,1921.5,6,1865,2.59485,4.795375000977504,1789.512352,34688,14249844,211.626015324,13.79737284,0
30,37570,598,0,1,8,24707,36,1,1,0,279,0.409069314,1,3149,756,3130.833333,7,92458,2.10707,4.974624025994326,979.0415236,41475,22466860,244.623449772,8.908878312,0
38,52613,655,2,1,20,12501,60,2,3,3,353,0.263114478,0,905,417,4384.416667,3,26156,1.90001,4.301431598898208,320.8691065,53935,34461515,172.33998309,11.10138828,0
28,32588,613,0,0,6,22203,36,1,1,1,378,0.17902203,0,1314,395,2715.666667,7,32475,2.00703,4.325224040439986,810.5945244,34297,19976444,109.74050439,6.73472268,0
37,24148,545,0,3,15,35850,12,2,0,0,348,0.186649831,2,1927,1658,2012.333333,8,61847,2.2835,4.603239728712812,3341.39558,27733,13160660,101.724157895,2.54277792,0
54,60967,453,0,1,32,28309,36,2,4,3,513,0.128613526,1,3137,1493,5080.583333,3,45396,2.8680899999999996,5.211724656963375,1158.183903,65597,27618051,58.261927278,9.778346604,0
18,49065,580,0,0,0,30843,36,1,0,3,572,0.257364781,1,2498,1373,4088.75,7,70952,2.2584299999999997,4.884634448963402,1207.787232,52936,28457700,149.27157298,8.589475332,0
30,37041,576,0,0,12,31584,96,1,0,2,750,0.169270015,0,12834,105,3086.75,3,2701,2.78584,5.193824072877325,805.3058137,49980,21335616,97.49952864,25.89677616,0
39,34580,625,0,1,17,15824,48,1,1,0,219,0.140156951,2,2268,2031,2881.666667,7,4168,1.98324,4.318440632913691,470.2129898,38879,21612500,87.598094375,8.95148616,0
47,127246,610,0,1,25,29496,72,1,1,0,421,0.373469681,0,1221,416,10603.83333,4,3885,2.3949599999999998,4.8741095699624974,772.1899082,128883,77620060,227.81650541,17.104999751999998,0
42,32941,532,0,0,22,14024,60,2,1,0,413,0.094613476,1,6135,152,2745.083333,1,13422,2.53024,4.895772022878516,403.1862622,39228,17524612,50.334369232,14.38115022,0
34,53385,539,1,0,10,8838,24,1,0,1,657,0.177352708,1,2163,819,4448.75,5,23721,2.14338,4.718802316266279,459.6656919,56367,28774515,95.593109612,5.344102872000001,0
27,33186,552,0,3,4,35775,48,1,0,3,648,0.148294234,2,1457,2565,2765.5,2,2399,2.5477499999999997,5.029375975208058,1192.082523,37208,18318672,81.858417168,12.141418896,0
23,19047,546,2,3,2,29095,36,2,0,0,300,0.633887265,3,3208,1096,1587.25,5,50934,2.41095,4.922568049301096,1145.022045,23351,10399662,346.10244669,8.723403432,0
34,42377,611,0,0,12,28274,24,1,2,0,184,0.374016388,1,4735,1990,3531.416667,6,2615,1.97774,4.459949764291073,1437.524921,49102,25892347,228.524013068,4.773876456,0
29,42100,573,1,0,9,25454,60,1,1,3,763,0.239291071,1,5861,965,3508.333333,2,7963,2.43954,5.182752569822333,775.1317749,48926,24123300,137.113783683,16.11655452,0
30,19333,549,0,3,6,9366,84,2,4,2,421,0.388389662,3,938,6520,1611.083333,9,48939,2.5986599999999997,4.8437743444549515,227.938498,26791,10613817,213.225924438,19.708205916,0
45,55054,634,0,0,22,40600,96,1,1,2,493,0.405353996,0,5324,1552,4587.833333,3,23013,2.586,5.24030877907018,1048.561891,61930,34904236,256.994433464,26.362402656,0
42,27905,564,0,4,20,21793,48,2,3,2,182,0.145719395,3,4163,359,2325.416667,2,6318,2.34793,5.0927065004769325,734.0126145,32427,15738420,82.18573878,12.44911656,0
25,40214,512,0,1,1,40867,60,1,0,0,331,0.104779636,1,728,1663,3351.166667,7,155800,2.89867,5.204281862082414,1249.953239,42605,20589568,53.647173632,16.25072982,0
34,22126,598,0,1,9,34462,108,1,0,0,652,0.196845903,0,2721,1730,1843.833333,6,46807,2.80462,5.667443047795011,978.8966958,26577,13231348,117.713849994,34.689503556,0
41,54415,444,0,1,17,44401,48,2,2,1,260,0.262512983,4,1864,2833,4534.583333,4,96920,3.17401,5.65500259062717,1650.21199,59112,24160260,116.555764452,15.349946064,0
33,61295,552,0,3,11,15487,60,0,4,3,310,0.035072083,1,3867,1281,5107.916667,2,16205,2.44487,4.661398352426017,425.3480382,66443,33834840,19.359789816,13.03718076,0
24,20002,585,0,3,0,48358,36,1,0,2,637,0.288687197,3,6651,924,1666.833333,6,90438,2.4085799999999997,5.01882979388622,1927.533914,27577,11701170,168.882010245,9.067914899999998,0
40,36111,548,0,3,20,18981,36,1,0,2,670,0.166401445,3,3444,325,3009.25,8,157208,2.29981,5.101409481702092,765.0027868,39880,19788828,91.18799186,9.368776332,0
30,98421,501,0,3,7,22788,108,1,0,1,263,0.298209585,0,2242,351,8201.75,5,120737,3.17288,5.826779882576654,678.0521093,101014,49308921,149.403002085,36.667472904,0
50,44164,619,0,0,29,25692,36,0,3,0,195,0.358514544,1,5504,1965,3680.333333,2,149323,2.01192,4.457730880167622,953.1236824,51633,27337516,221.920502736,7.153691256,0
65,68979,557,0,3,40,22466,60,2,0,0,174,0.167914152,2,624,5475,5748.25,5,19816,2.4896599999999998,4.834472990926725,638.1396332,75078,38421303,93.528182664,14.02327746,0
27,69888,608,0,1,4,26790,48,1,1,1,331,0.560733206,3,8222,1017,5824.0,5,63969,2.1779,4.75205200939552,852.5351987,79127,42491904,340.925789248,10.839359184,0
46,16070,493,0,3,25,11614,36,3,0,0,113,0.21088393,3,6991,468,1339.166667,5,185540,2.50114,5.299874111712466,480.9532122,23529,7922510,103.96577749,10.111919616,0
60,65832,627,0,0,39,10008,36,1,3,3,461,0.592103765,0,20371,611,5486.0,4,67943,1.81508,4.421724946217256,369.6508057,86814,41276664,371.249060655,7.03859454,0
36,36315,518,0,1,12,28731,48,2,0,3,478,0.113864766,3,10796,2203,3026.25,9,98538,2.64731,4.695216161158077,905.9040298,49314,18811170,58.981948788,10.581626304,0
45,91303,633,1,0,22,22326,72,0,0,0,477,0.037547509,1,1505,1606,7608.583333,7,25171,2.20826,4.972112609344241,597.5952142,94414,57794799,23.767573197,17.799770736,0
47,35457,598,0,0,25,16353,48,1,3,3,253,0.494261187,4,8382,843,2954.75,5,19428,2.1235299999999997,4.4332272217877575,494.6137647,44682,21203286,295.568189826,9.433681728,0
36,48231,614,0,0,11,39526,108,1,0,0,313,0.545422445,0,7249,15782,4019.25,8,19648,2.77526,4.949392588995138,909.4208877,71262,29613834,334.88938123,26.45620596,0
49,56785,618,0,3,24,78735,60,1,2,0,449,0.078984836,0,3033,861,4732.083333,4,4670,2.74735,5.348560376400364,2480.396148,60679,35093130,48.812628648,17.16425886,0
36,83007,490,0,1,14,52724,48,1,4,2,531,0.124998205,1,3836,1061,6917.25,9,5321,3.02724,5.297477626191545,1839.45383,87904,40673430,61.24912045,13.470369216000002,0
31,31830,596,0,3,12,13725,12,0,2,3,400,0.257094752,3,1882,1167,2652.5,5,16623,1.80725,4.214411892542066,1256.74905,34879,18970680,153.228472192,2.131352112,0
62,42793,522,0,0,41,26179,24,1,3,2,478,0.50960617,1,5052,3460,3566.083333,7,21038,2.40179,4.74857607078164,1365.225764,51305,22337946,266.01442074,5.411753928,0
36,62770,465,2,0,14,21313,72,1,1,2,223,0.276793418,1,8831,1671,5230.833333,5,3658,3.0381299999999998,5.58865505287274,658.2208743,73272,29188050,128.70893937,22.487807016,0
27,51899,586,0,3,2,29651,36,3,0,3,1303,0.213682151,3,6163,235,4324.916667,9,4292,2.21651,5.047164461358476,1186.362544,58297,30412814,125.217740486,9.170592876,0
55,98657,593,0,1,30,19479,12,1,1,1,447,0.254590139,3,599,2894,8221.416667,6,20697,1.87979,4.446689701339638,1802.312439,102150,58503601,150.971952427,2.372765916,0
39,20484,637,0,0,20,25269,48,0,1,0,244,0.333193793,0,5338,2801,1707.0,5,49402,2.01769,4.641318401058044,789.8551109,28623,13048308,212.244446141,10.34008152,0
21,121498,551,0,0,1,30322,60,0,2,0,1339,0.121173733,2,1473,1755,10124.83333,6,9440,2.59822,5.312770011961745,948.2301194,124726,66945398,66.766726883,16.935315120000002,0
49,116711,618,0,1,29,42327,36,0,1,0,145,0.295953095,3,6243,490,9725.916667,4,51131,2.18327,4.94722363553539,1671.184181,123444,72127398,182.89901271,8.811007812,0
48,69726,631,0,2,27,38196,60,1,0,0,753,0.314087696,3,4307,484,5810.5,5,36713,2.27696,4.879510836139213,1094.604612,74517,43997106,198.189336176,14.2857756,0
31,22622,452,0,3,7,18856,60,2,4,0,421,0.244100742,0,3760,608,1885.166667,3,17387,2.97856,5.485274578359775,611.0779972,26990,10225144,110.333535384,18.05294232,0
49,46748,611,0,4,29,16855,72,1,0,0,1055,0.160157672,1,1905,2832,3895.666667,4,5486,2.26355,4.75087138323066,429.2301047,51485,28563028,97.856337592,16.250960808,0
52,38750,638,0,1,30,21918,60,2,0,3,692,0.526703482,3,1527,763,3229.166667,3,70564,2.07918,4.667640431738503,602.6982762,41040,24722500,336.036821516,13.072120320000002,0
60,39392,615,0,3,35,20577,36,1,0,3,295,0.386485246,4,5161,657,3282.666667,6,30608,1.9807700000000001,4.357397239178452,754.1347538,45210,24226080,237.68842629,6.835287852,0
42,34808,633,0,0,16,23576,36,1,0,3,235,0.191050775,3,2838,408,2900.666667,5,230948,1.92076,4.32218452868454,860.4079089,38054,22033464,120.935140575,6.725260476,0
36,81710,517,2,0,13,22197,48,2,2,0,258,0.27300166,1,96,2227,6809.166667,3,5727,2.58697,5.159599441817165,756.2047696,84033,42244070,141.14185822,12.778303872,0
40,57722,593,0,0,15,25135,24,1,2,2,436,0.180575346,2,3488,1948,4810.166667,4,7753,2.03635,4.943298493920835,1334.393489,63158,34229146,107.081180178,5.864688,0
22,33568,561,0,0,0,19617,60,1,3,0,291,0.106564395,3,1524,7223,2797.333333,5,77006,2.44117,4.919005621057979,566.5821701,42315,18831648,59.782625595000006,14.51796978,0
26,18148,532,0,0,2,25706,48,2,1,2,477,0.092483567,1,7139,1450,1512.333333,4,11542,2.54706,5.039022028132046,857.9633168,26737,9654736,49.201257644,12.18803664,0
48,124107,527,0,2,27,38666,96,1,0,0,236,0.046026143,2,885,5171,10342.25,3,8978,3.10166,5.668939451079011,1124.439326,130163,65404389,24.255777361,30.85139952,0
35,62786,553,0,3,10,32292,48,2,1,0,450,0.422281683,3,347,207,5232.166667,2,4493,2.5079200000000004,4.781347404236592,1032.553437,63340,34720658,233.521770699,10.97341584,0
18,28301,577,0,1,0,15905,48,2,0,3,440,0.116489957,1,5507,1284,2358.416667,2,16305,2.22405,4.954361422019996,523.3420791,35092,16329677,67.214705189,11.781934608,0
61,54232,633,0,1,38,11331,120,2,4,0,190,0.193759481,4,6108,580,4519.333333,3,8745,2.49831,4.957683632504196,254.4136992,60920,34328856,122.649751473,29.4943524,0
35,21332,584,2,0,16,18733,84,1,1,3,307,0.208222717,3,3523,1745,1777.666667,4,11241,2.51733,4.981639991006977,471.9700883,26600,12457888,121.602066728,20.84605908,0
31,25278,534,2,0,8,42292,60,2,2,3,582,0.417757319,0,2159,1985,2106.5,4,18564,2.80292,5.328339919712331,1326.795356,29422,13498452,223.082408346,17.03472378,0
55,34286,608,0,4,32,24841,24,1,0,3,253,0.177612471,3,3478,379,2857.166667,2,46590,1.9584099999999998,4.608437989167262,1279.373084,38143,20845888,107.988382368,5.097048168000001,0
33,76216,585,0,4,9,41313,48,0,0,3,168,0.237065705,3,547,211,3485.5,3,27516,2.43813,4.9656579423073435,1361.946339,76974,44586360,138.683437425,11.835724224,0
37,57913,568,0,1,15,18393,12,1,3,0,460,0.296276415,1,1211,11054,4826.083333,7,19369,1.9939299999999998,4.392972171548552,1697.654735,70178,32894584,168.28500372000002,2.31578454,0
48,71174,582,0,0,28,49511,12,0,0,0,140,0.198431883,2,1068,563,5931.166667,2,9043,2.2351099999999997,4.746365483188162,4646.541574,72805,41423268,115.487355906,2.703358236,0
43,46372,592,0,4,20,45070,72,0,2,2,270,0.168703825,1,1475,527,3864.333333,5,235142,2.6407000000000003,4.773464098534732,1153.55585,48374,27452224,99.8726644,16.40589084,0
31,35368,584,1,1,9,11785,48,1,2,3,526,0.157319194,3,1037,504,2947.333333,3,29982,2.14785,4.479826882815897,359.0542634,36909,20654912,91.874409296,9.633047472,0
38,55662,557,0,0,15,24755,36,0,0,3,970,0.128338299,3,4079,1729,4638.5,6,49408,2.31255,4.601684995737974,934.8784733,61470,31003734,71.484432543,7.623181728,0
56,47760,572,0,1,31,17630,84,0,3,2,224,0.092871611,3,5413,1525,3980.0,5,10776,2.5663,4.938337675777143,439.3597647,54698,27318720,53.122561492,20.48523036,0
27,50042,582,0,2,7,19105,60,2,1,3,680,0.308869314,1,2214,1219,4170.166667,5,7021,2.3310500000000003,4.325845431820235,492.5814437,53475,29124444,179.761940748,11.22776322,0
48,86020,570,1,1,27,24826,48,1,2,2,163,0.241952254,2,5880,3007,7168.333333,4,10620,2.3482600000000002,4.8675677190974955,805.1684096,94907,49031400,137.91278478,11.37274344,0
39,47109,521,0,1,20,24741,48,1,4,3,447,0.338283929,0,5291,94,3925.75,2,11093,2.59241,5.099934019181033,834.3297209,52494,24543789,176.24592700899998,12.48447696,0
18,20259,498,0,3,0,22520,108,1,0,1,557,0.034464489,3,3122,903,1688.25,2,82574,3.1852,5.270480414535283,569.388258,24284,10088982,17.163315522,30.000200904,0
25,55787,570,0,4,1,33711,60,1,0,3,261,0.67871475,1,917,946,4648.916667,4,108187,2.53711,5.080133413602442,1005.490018,57650,31798590,386.8674075,15.484653300000002,0
59,25268,574,0,0,35,24535,12,1,1,0,246,0.319463152,1,9623,482,2105.666667,10,53300,2.02535,4.413828417598491,2266.708057,35373,14503832,183.371849248,2.337825756,0
23,32849,532,0,0,0,20912,60,2,0,1,382,0.361455219,4,5664,1103,2737.416667,7,50147,2.5991199999999997,4.940307662484189,606.5416664,39616,17475668,192.294176508,14.64398388,0
44,74415,604,0,0,19,22894,72,1,3,2,449,0.374056676,2,6504,755,6201.25,7,124276,2.35894,5.045880448445049,623.1904798,81674,44946660,225.930232304,18.33185484,0
47,23271,553,0,1,20,11042,24,1,1,3,708,0.149468128,0,9185,705,1939.25,4,197835,2.09542,4.316041763004616,554.6194558,33161,12868863,82.655874784,4.47077196,0
33,22278,589,0,1,9,63609,24,0,3,2,391,0.376563716,1,1947,596,1856.5,2,74614,2.44109,5.004018764952826,3396.192271,24821,13121742,221.796028724,6.009648911999999,0
31,88340,616,0,1,11,25115,36,2,1,1,528,0.127755854,3,5350,2455,7361.666667,1,9361,2.02115,4.841097788725197,977.9141088,96145,54417440,78.697606064,8.437042008,0
63,48096,556,0,1,38,40385,84,1,0,3,268,0.238842023,3,5150,1438,4008.0,6,122847,2.87385,5.49879308575982,1161.163285,54684,26741376,132.796164788,25.398849336,0
37,42516,531,0,3,10,41291,36,1,2,2,1350,0.070121085,4,4276,1609,3543.0,3,104880,2.60791,5.594186267903492,1782.281884,48401,22575996,37.234296135,11.2661712,0
43,74905,623,0,1,15,22232,24,0,0,0,492,0.364826108,1,422,391,6242.083333,4,56078,1.85732,4.08647365096118,1095.990561,75718,46665815,227.286665284,4.0078240560000005,0
27,57461,551,0,0,7,25441,48,2,1,0,208,0.409943776,4,446,348,4788.416667,2,63589,2.44941,4.938928669256117,834.9606238,58255,31661011,225.879020576,11.708647872,0
36,145502,606,0,3,15,60321,24,1,4,3,273,0.433425194,1,1220,915,12125.16667,7,33540,2.32321,5.078076564999784,3243.286978,147637,88174212,262.655667564,6.188846784,0
62,86130,618,0,1,42,12168,108,1,1,3,350,0.361234809,3,1235,397,7177.5,10,9805,2.48168,5.2375125107249145,304.6846855,87762,53228340,223.243111962,29.626060284,0
50,19802,599,0,1,28,24764,48,2,2,3,321,0.103221012,0,6661,967,1650.166667,3,146185,2.2026399999999997,4.716620379042604,783.5343919,27430,11861398,61.829386188,10.678323744,0
37,39872,557,0,3,14,42185,12,1,4,3,269,0.183344439,0,2017,766,3322.666667,4,9672,2.28685,4.872343450537945,3983.685071,42655,22208704,102.122852523,2.848767684,0
39,15000,642,0,4,17,18735,60,2,3,3,261,0.242256291,0,854,2771,1250.0,7,41471,2.02735,4.932362517090567,542.5427629,18625,9630000,155.528538822,14.59692,0
50,16331,599,0,1,30,19498,60,1,1,0,442,0.364910774,1,10177,1480,1360.916667,4,46649,2.24998,4.963524695214077,568.145291,27988,9782269,218.581553626,14.78194644,0
